County,State,Infant_Mortality,Suicide,Injury,Total_Births,Total_Deaths
Cottle,TX,,-1111.1,-1111.1,202,286
Crane,TX,7.6,-1111.1,-1111.1,587,372
Crockett,TX,,-1111.1,-1111.1,543,397
Crosby,TX,5,-1111.1,33.2,1116,813
Culberson,TX,,-1111.1,-1111.1,448,208
Dallam,TX,13.6,-1111.1,34.2,1068,553
Dallas,TX,6.8,10.6,20.1,128098,42119
Dawson,TX,7.5,8.2,29.2,2117,1450
"Deaf Smith",TX,8.8,9.4,32.6,3651,1563
Delta,TX,7.2,-1111.1,26.3,618,772
Denton,TX,5.3,8.8,18.9,24872,5750
DeWitt,TX,5.9,12.9,19.5,2295,2757
Dickens,TX,,-1111.1,33.2,228,419
Dimmit,TX,6.5,-1111.1,19.8,1707,869
Donley,TX,19.9,-1111.1,-1111.1,407,577
Duval,TX,3.9,8.7,15.7,2041,1209
Eastland,TX,9.9,10.9,30.9,2223,2875
Ector,TX,6.4,11.2,27.7,6752,3110
Edwards,TX,,-1111.1,-1111.1,248,190
Ellis,TX,5.8,11.8,15,5662,2694
"El Paso",TX,4.1,7.5,21.7,42470,12662
Erath,TX,4.4,11.6,21.5,2248,1586
Falls,TX,8.3,11.8,20.2,2164,2385
Fannin,TX,5.6,14.5,21.9,1780,2116
Fayette,TX,5.3,13,20.5,2519,3054
Fisher,TX,,-1111.1,-1111.1,409,596
Floyd,TX,10.6,-1111.1,30.7,1263,842
Foard,TX,,-1111.1,-1111.1,191,226
"Fort Bend",TX,4.6,9.5,14.8,16800,4795
Franklin,TX,7.1,-1111.1,25.6,928,1058
Freestone,TX,9.7,20.7,23.3,2047,2070
Frio,TX,6.4,-1111.1,12.1,2647,1171
Gaines,TX,5.1,-1111.1,26.1,2622,966
Galveston,TX,8.3,14.4,26.9,11571,6808
Garza,TX,4.8,-1111.1,30.6,678,573
Gillespie,TX,5,17.9,21.8,2196,2708
Glasscock,TX,,-1111.1,-1111.1,171,55
Goliad,TX,5.9,18.1,20,743,684
Gonzales,TX,4.3,11.2,31.5,2827,2106
Gray,TX,8.9,16.1,29.6,2778,2792
Grayson,TX,7.2,14,25.3,4718,3705
Gregg,TX,6.8,18.4,26,5568,3556
Grimes,TX,6.1,17.4,19.7,3102,2294
Guadalupe,TX,6.1,10.4,16.7,5925,3210
Hale,TX,8,-1111.1,34.5,3230,1509
Hall,TX,3.8,-1111.1,23.7,579,610
Hamilton,TX,7.1,32.1,19.8,924,1433
Hansford,TX,3.9,-1111.1,33.1,833,566
Hardeman,TX,9.9,-1111.1,29.4,566,717
Hardin,TX,5.4,13.6,28.2,3160,2369
Harris,TX,6,10.8,22.1,195600,62223
Harrison,TX,8.4,11.3,22.7,4029,3087
Hartley,TX,12.4,-1111.1,-1111.1,683,343
Haskell,TX,6.8,-1111.1,19.3,655,1015
Hays,TX,3.2,10.5,17.6,7602,2683
Hemphill,TX,,-1111.1,26.1,414,343
Henderson,TX,7,17.3,23,4834,4505
Hidalgo,TX,4,5.2,11.5,46999,9118
Hill,TX,6.3,17.8,26.2,2385,2076
Hockley,TX,3.2,10.8,20.3,3502,2017
Hood,TX,5.9,14,23.7,2363,2356
Hopkins,TX,6.6,13.2,25.8,2287,1870
Houston,TX,5.7,15.8,29,2537,3155
Howard,TX,5.9,17,30.7,2215,1868
Hudspeth,TX,,-1111.1,-1111.1,417,181
Hunt,TX,6.4,15.3,23.6,5436,3759
Hutchinson,TX,8.9,15.5,21.3,3249,2559
Irion,TX,,-1111.1,-1111.1,138,125
Jack,TX,8.6,-1111.1,30.7,899,921
Jackson,TX,3.4,10.1,19.5,1954,1593
Jasper,TX,6.8,14.9,26.2,2500,2026
"Jeff Davis",TX,,-1111.1,-1111.1,173,191
Jefferson,TX,8.8,10.7,23.5,10114,7718
"Jim Hogg",TX,7,-1111.1,19.5,784,496
"Jim Wells",TX,5.1,6.3,17.6,3127,1756
Johnson,TX,6.2,12.5,23.4,5839,3211
Jones,TX,10.3,19.2,20.2,1836,2151
Karnes,TX,6.8,13.3,15.4,1773,1571
Kaufman,TX,5,16.3,25.6,5644,3490
Kendall,TX,2.9,19,23.7,2973,2130
Kenedy,TX,,-1111.1,236.2,64,40
Kent,TX,,-1111.1,-1111.1,62,155
Kerr,TX,6.7,13.1,26.7,2535,3122
Kimble,TX,10.5,-1111.1,25.3,514,586
King,TX,,-1111.1,-1111.1,26,12
Kinney,TX,,-1111.1,-1111.1,382,365
Kleberg,TX,5.5,8.3,9.6,2562,1143
Knox,TX,,-1111.1,25.5,538,647
Lamar,TX,5.1,18.6,18.1,3323,2890
Lamb,TX,9.6,13.8,32.1,2295,1798
Lampasas,TX,9.8,18.3,22.4,2362,1802
"La Salle",TX,6,-1111.1,19,920,522
Lavaca,TX,4.7,11.7,20.4,2350,2726
Lee,TX,4.7,8.5,23.9,2118,1498
Leon,TX,5.6,21.1,35,1772,1953
Liberty,TX,6.8,15.9,30.8,5284,3400
Limestone,TX,5.1,15.8,31,2823,3084
Lipscomb,TX,,-1111.1,-1111.1,384,361
"Live Oak",TX,5.6,15.3,10.2,1182,1038
Llano,TX,8,17.8,28.6,1348,2485
Loving,TX,,-1111.1,-1111.1,2,5
Lubbock,TX,5.8,12.8,30.9,11838,6008
Lynn,TX,8.4,16.3,16.9,919,679
McCulloch,TX,6.9,12.1,18.8,1104,1300
McLennan,TX,8.2,9.5,14.9,9877,5923
McMullen,TX,,-1111.1,-1111.1,53,84
Madison,TX,6.6,12.1,18.7,1491,1340
Marion,TX,7.6,12.5,23.1,1141,1435
Martin,TX,6.3,-1111.1,-1111.1,706,477
Mason,TX,,-1111.1,27.1,330,559
Matagorda,TX,7.2,13.3,23.7,2768,1886
Maverick,TX,3.7,6.1,17.5,5148,1319
Medina,TX,5.8,9.2,19.6,2756,1565
Menard,TX,,-1111.1,38.9,247,370
Midland,TX,6.5,12.6,18,5498,2805
Milam,TX,4.8,9.7,20.9,3412,2904
Mills,TX,,22.3,19.3,471,750
Mitchell,TX,4.7,14.4,29.1,945,1200
Montague,TX,2.9,18.6,29.2,2283,3014
Montgomery,TX,6.4,15.8,26.5,14960,6517
Moore,TX,7.8,13.5,25.2,3951,1409
Morris,TX,4.7,19.9,32,1633,1805
Motley,TX,,-1111.1,-1111.1,140,214
Nacogdoches,TX,7.7,10,24,4305,2668
Navarro,TX,7.9,15.2,23,3420,2617
Newton,TX,4.8,10.5,22.1,1623,1418
Nolan,TX,6.3,16.5,30.6,2294,1939
Nueces,TX,6,10.7,19,15100,7536
Ochiltree,TX,3.7,17.3,28.5,1470,792
Oldham,TX,,-1111.1,-1111.1,238,188
Orange,TX,7.3,13.5,33.8,5498,4370
"Palo Pinto",TX,9.9,18,19.2,1818,1713
Panola,TX,11.1,8.6,28.5,2774,2528
Parker,TX,5.4,13.5,24.4,5593,3711
Parmer,TX,14.3,14.1,27.8,1718,863
Pecos,TX,8.1,11.7,21.4,2202,1183
Polk,TX,7.2,17.7,33.8,2488,2755
Potter,TX,10.1,19.7,32.5,6516,3683
Presidio,TX,2.3,-1111.1,-1111.1,1429,459
Rains,TX,11.1,12.8,39.8,897,999
Randall,TX,8.8,14.6,18.1,6513,3701
Reagan,TX,1.9,-1111.1,-1111.1,574,288
Real,TX,,-1111.1,-1111.1,326,389
"Red River",TX,4.7,21.2,28.8,1682,2180
Reeves,TX,5.3,8.8,25.7,2118,1112
Refugio,TX,1.1,-1111.1,19.3,993,903
Roberts,TX,,-1111.1,-1111.1,65,99
Robertson,TX,3.8,13.6,21.5,2360,2039
Rockwall,TX,5,13.9,18.3,3631,1509
Runnels,TX,8.2,14,17.6,1494,1521
Rusk,TX,8.4,13.4,23.3,2972,2705
Sabine,TX,13.6,14.6,29.1,1069,1683
"San Augustine",TX,6.4,21.6,34.8,1042,1296
"San Jacinto",TX,5.2,20.1,21.3,2313,2013
"San Patricio",TX,6.8,10.1,21.2,5766,2686
"San Saba",TX,3.4,-1111.1,18,631,790
Schleicher,TX,,-1111.1,-1111.1,376,317
Scurry,TX,2.5,11.6,26.1,2224,1759
Shackelford,TX,,-1111.1,27.5,345,465
Shelby,TX,10.1,10.2,28,3561,3211
Sherman,TX,,-1111.1,36.6,400,281
Smith,TX,8.6,15.8,17.8,8300,5289
Somervell,TX,5,17.6,19,873,683
Starr,TX,4.9,5.8,12,7325,1340
Stephens,TX,6.9,11.4,27.5,1269,1188
Sterling,TX,,-1111.1,-1111.1,148,111
Stonewall,TX,,-1111.1,-1111.1,176,260
Sutton,TX,3.5,-1111.1,-1111.1,643,359
Swisher,TX,6.9,14.4,32.4,1268,877
Tarrant,TX,7.5,9.8,19.7,80771,29109
Taylor,TX,8.4,10.4,27,6065,3555
Terrell,TX,,-1111.1,-1111.1,95,132
Terry,TX,1.6,12.3,21.8,2036,1218
Throckmorton,TX,,-1111.1,-1111.1,169,263
Titus,TX,5.5,15.1,23.1,2546,1338
"Tom Green",TX,8,15.9,23,4738,3035
Travis,TX,5.8,12.9,23.5,43572,12200
Trinity,TX,12.6,19,28.2,1544,1892
Tyler,TX,13.1,12.1,26.1,2219,2448
Upshur,TX,7.3,15.4,26.4,2332,2101
Upton,TX,,-1111.1,30.7,487,349
Uvalde,TX,4.7,7.7,33.3,2350,1174
"Val Verde",TX,5.7,8.8,16.1,4568,1561
"Van Zandt",TX,4.3,20.2,25.7,3053,2930
Victoria,TX,6.1,11.2,16.6,6733,3466
Walker,TX,6.2,13.8,18,3069,2139
Waller,TX,3.2,12.1,26.3,2466,1189
Ward,TX,7.1,10.4,20.5,1573,1073
Washington,TX,4.6,5.8,20.1,1956,1729
Webb,TX,5.3,6,18.1,17803,3046
Wharton,TX,5.3,10.3,18.6,3185,2056
Wheeler,TX,7.6,23.7,35.6,574,883
Wichita,TX,8.9,13.2,30.7,5643,3875
Wilbarger,TX,6.7,9.6,23.3,1995,1844
Willacy,TX,4,5.8,13.1,3972,1186
Williamson,TX,4.9,7.9,17.5,14947,3857
Wilson,TX,6.9,9,14.7,2171,1313
Winkler,TX,5,21.9,23.9,1120,762
Wise,TX,6.2,13.3,24.3,3392,2131
Wood,TX,8.4,14.8,31.2,2135,2603
Yoakum,TX,3.6,17.8,27.3,1256,566
Young,TX,6.4,17.2,33.1,2222,2563
Zapata,TX,5,10.5,16.1,2409,851
Zavala,TX,4.8,12.1,20.5,2125,922
Beaver,UT,7.4,17.3,18.5,1167,558
"Box Elder",UT,3.3,15,20.4,3976,1441
Cache,UT,5.2,12.9,15.2,11237,2133
Carbon,UT,5.7,28,25.8,3107,1933
Daggett,UT,,-1111.1,-1111.1,102,48
Davis,UT,3.4,13.6,17.9,15592,3524
Duchesne,UT,5.7,26.8,29.4,2717,995
Emery,UT,5.8,17.6,18.4,1695,706
Garfield,UT,9.7,-1111.1,31.9,679,392
Grand,UT,7.8,23.8,22.9,1152,631
Iron,UT,6.2,14.5,22.7,3841,888
Juab,UT,5.9,14.6,35.1,1640,590
Kane,UT,6.7,-1111.1,30.7,837,530
Millard,UT,6.9,24.7,35.5,1922,1038
Morgan,UT,4.4,16,24.3,1003,301
Piute,UT,,-1111.1,-1111.1,188,169
Rich,UT,,-1111.1,-1111.1,266,117
"Salt Lake",UT,5.3,15.9,20.9,54909,15734
"San Juan",UT,4.7,13.5,31,2647,723
Sanpete,UT,5,14.6,28.3,3678,1547
Sevier,UT,6.6,21.4,24.7,3139,1547
Summit,UT,2.5,10.8,18,2405,472
Tooele,UT,5.1,13.6,23.6,4938,1139
Uintah,UT,5.5,20.4,28.3,2366,898
Utah,UT,5.7,11.3,18,31601,5094
Wasatch,UT,5.3,15.1,28.9,2863,836
Washington,UT,5.6,18.9,19,9546,3538
Wayne,UT,,-1111.1,-1111.1,408,211
Weber,UT,5.6,17.9,15.4,12065,4158
Addison,VT,4.9,8.9,23.2,1848,1323
Bennington,VT,5.6,9,27.9,1784,1926
Caledonia,VT,4.6,11.2,26.2,1510,1416
Chittenden,VT,3.5,13.5,27.4,4915,2936
Essex,VT,,24.6,24.9,565,601
Franklin,VT,8.5,10.3,22.1,2945,1860
"Grand Isle",VT,8.5,-1111.1,-1111.1,1947,472
Lamoille,VT,5,10,21.9,2721,1676
Orange,VT,3.9,13.9,19.4,1284,1155
Orleans,VT,2.9,13.8,25.2,1393,1334
Rutland,VT,6.4,14.4,20.3,3126,3066
Washington,VT,5.2,13.3,23.1,3089,2469
Windham,VT,3.2,13.2,27.9,2180,2067
Windsor,VT,3.4,15.1,19.6,2385,2697
Accomack,VA,8.8,11.1,29,2265,2297
Albemarle,VA,7.1,10.6,13.2,5048,2936
Alleghany,VA,7.8,11.7,18.2,1863,2221
Amelia,VA,9.7,9.7,24.9,1379,1153
Amherst,VA,3.6,13.1,27.7,1653,1525
Appomattox,VA,9.2,11.9,22.1,1592,1390
Arlington,VA,4.2,7.6,19.4,8541,3244
Augusta,VA,7,11.4,16.9,3430,2608
Bath,VA,,-1111.1,32,443,635
Bedford,VA,4.4,14.4,25.1,2962,2331
Bland,VA,5.5,26,30.5,607,725
Botetourt,VA,10,15.6,27.6,1496,1187
Brunswick,VA,12.9,11.5,24.6,1816,2035
Buchanan,VA,7.2,25.4,42.8,1258,1474
Buckingham,VA,8.3,10.9,26.4,1346,1463
Campbell,VA,7.1,9.2,19.1,3107,2248
Caroline,VA,10.4,13.8,17.2,2898,2054
Carroll,VA,6.3,11.5,21.7,1431,1574
"Charles City",VA,10.1,-1111.1,35.3,769,665
Charlotte,VA,4.6,10.5,31.7,1472,1677
Chesterfield,VA,6,11.3,22,10210,4643
Clarke,VA,2.8,15.5,18.8,1209,1246
Craig,VA,10.5,18.4,21.4,532,474
Culpeper,VA,4.6,17.7,17.6,2389,1573
Cumberland,VA,4.4,14.7,22,1010,910
Dickenson,VA,10,19.3,41.7,1684,1873
Dinwiddie,VA,4.6,20.5,22.8,2455,2143
Essex,VA,12.2,16.7,15.7,1089,1245
Fairfax,VA,4.7,7.3,15.7,43498,12822
Fauquier,VA,4,11,22.3,3504,2086
Floyd,VA,4.6,11.8,32.5,1446,1431
Fluvanna,VA,3.7,11,13.6,2342,1418
Franklin,VA,8.3,15.2,19.9,2637,2158
Frederick,VA,4.3,11.5,18.1,3935,2072
Giles,VA,9.3,19,25.7,2006,2050
Gloucester,VA,8.1,11.6,21.7,1979,1513
Goochland,VA,7.4,9.5,22.5,1785,1381
Grayson,VA,6.6,15.9,24.4,1698,2047
Greene,VA,5.4,12.3,18.1,2259,1020
Greensville,VA,9.9,10.8,18.4,1118,948
Halifax,VA,8.1,13.1,26.4,2215,2396
Hanover,VA,3.5,10.9,19.3,5409,3192
Henrico,VA,8,11.9,21.8,11013,6989
Henry,VA,8.5,19,27.1,3190,2964
Highland,VA,,-1111.1,38.4,159,348
"Isle of Wight",VA,5.2,14.4,22.2,1719,1385
"James City",VA,6.9,7,15.3,2475,1918
"King and Queen",VA,1.6,15.2,27.1,735,765
"King George",VA,7.8,17.7,18.9,2425,1180
"King William",VA,9.9,7.7,21.2,1786,1190
Lancaster,VA,6.2,10.8,29.3,1065,2046
Lee,VA,7.9,18.6,38.9,2565,3037
Loudoun,VA,4.2,10.2,15.7,12465,2212
Louisa,VA,6.8,17.8,20.4,3120,2454
Lunenburg,VA,14.3,13.8,22.7,1161,1459
Madison,VA,7.8,13.4,11.2,1305,1232
Mathews,VA,7.3,10.5,28.7,758,1337
Mecklenburg,VA,9,12.7,23.7,1785,2056
Middlesex,VA,4.6,11.8,28.6,734,1384
Montgomery,VA,5.2,8.1,27.8,4043,2569
Nelson,VA,5.6,17.7,27.5,1578,1646
"New Kent",VA,9,20.7,30.9,1472,952
Northampton,VA,9,7.2,29.2,1606,1988
Northumberland,VA,9.6,12.5,23.2,1052,1724
Nottoway,VA,13.7,13.2,30.5,1780,2176
Orange,VA,7.2,14.7,24.1,3065,2802
Page,VA,8.5,12.6,24.5,2597,2431
Patrick,VA,6.6,21,25.4,1836,2113
Pittsylvania,VA,8,16.9,21.1,3620,3040
Powhatan,VA,5.7,11,15.4,2522,1309
"Prince Edward",VA,14.6,8.2,28.9,2130,2151
"Prince George",VA,8.9,12.2,21.7,1905,832
"Prince William",VA,6.8,7.8,19.5,17032,3553
Pulaski,VA,7.1,18.9,44.7,1831,2062
Rappahannock,VA,5.6,13.5,36.3,772,658
Richmond,VA,6.9,16.5,20.5,793,1143
Roanoke,VA,6.2,13.2,20.2,4650,4325
Rockbridge,VA,3.8,13.7,25.6,1955,1919
Rockingham,VA,6,9.2,20.9,4360,2824
Russell,VA,4.5,21.3,52.9,1544,1636
Scott,VA,9.3,27.2,27.8,2371,3023
Shenandoah,VA,3.8,17.1,19.2,2095,1975
Smyth,VA,6.3,14.4,23.2,1752,2012
Southampton,VA,7,11.2,29.9,1755,1782
Spotsylvania,VA,6,11.7,19.1,7122,2885
Stafford,VA,5,9.2,15,7144,2195
Surry,VA,11.1,-1111.1,32.4,717,713
Sussex,VA,6.6,15.2,32.3,1191,1382
Tazewell,VA,9.4,20.2,37.3,2329,2747
Warren,VA,5.4,12.9,31.1,2215,1494
Washington,VA,4.7,15.3,22.9,2741,2693
Westmoreland,VA,12.7,12.4,24.8,1854,2131
Wise,VA,8.1,21.5,39.5,2477,2350
Wythe,VA,4.8,18.4,25.9,1651,1723
York,VA,6.3,7.9,23,3178,1632
"Alexandria City",VA,5.9,8.5,17.7,7852,2432
"Bedford City",VA,6.7,18.9,38.8,796,1203
"Bristol City",VA,4.8,17.3,16.7,1648,2551
"Buena Vista City",VA,8.9,-1111.1,27.7,770,857
"Charlottesville City",VA,7.4,11.6,25.3,2553,1737
"Chesapeake City",VA,11.5,7.9,21,8349,4221
"Colonial Heights City",VA,6.7,13.8,18.9,2847,2044
"Covington City",VA,6.6,-1111.1,18.1,834,1031
"Danville City",VA,10.1,19.3,24.8,2861,3768
"Emporia City",VA,13.6,-1111.1,37.7,735,1109
"Fairfax City",VA,6.7,13.2,26.2,3271,2080
"Falls Church City",VA,5.4,9.4,25.9,1866,790
"Franklin City",VA,9.8,11.3,17.1,1154,1332
"Fredericksburg City",VA,9.1,15.1,35.4,3936,2179
"Galax City",VA,5.3,19.5,29.5,1023,1212
"Hampton City",VA,11.6,8.5,21.5,5611,3410
"Harrisonburg City",VA,5.9,10.4,18.7,2382,1298
"Hopewell City",VA,10.5,14.4,27.5,3525,2654
"Lexington City",VA,,-1111.1,16.6,558,767
"Lynchburg City",VA,9.2,11,24.5,4221,4057
"Manassas City",VA,4.5,-1111.1,30.2,3593,959
"Manassas Park City",VA,6.3,-1111.1,28,1915,347
"Martinsville City",VA,2.4,19.9,29.5,1907,2598
"Newport News City",VA,11.7,10.1,21.2,9587,4220
"Norfolk City",VA,11,12.6,21.2,12143,6226
"Norton City",VA,,-1111.1,44.5,426,506
"Petersburg City",VA,12.6,9.1,31.9,2706,2471
"Poquoson City",VA,6.5,12.8,24.1,1267,986
"Portsmouth City",VA,14.2,13.4,23.9,4726,3254
"Radford City",VA,6.8,19.1,23,1317,1023
"Richmond City",VA,14.8,11.5,36.5,9287,6989
"Roanoke City",VA,10.5,16.1,32.1,6456,6277
"Salem City",VA,7.6,11.2,19.9,2528,3045
"Staunton City",VA,6.6,14.5,21.7,2527,2964
"Suffolk City",VA,10.3,9.5,22.2,5061,3196
"Virginia Beach City",VA,7.1,9.8,19.9,18786,7655
"Waynesboro City",VA,8.1,19.7,20,2731,2330
"Williamsburg City",VA,11.2,16.4,33.7,1192,1288
"Winchester City",VA,8,15.8,24.7,3336,2628
Adams,WA,7.9,7.6,20.4,3202,1095
Asotin,WA,7.7,18,28.7,2593,2132
Benton,WA,5.8,12.8,21,6573,3058
Chelan,WA,5.1,9.9,28.5,4735,2858
Clallam,WA,4.6,18,23.4,3045,3968
Clark,WA,5.4,13.8,20.1,15927,7314
Columbia,WA,,-1111.1,-1111.1,406,519
Cowlitz,WA,7.3,14.8,31,6183,4646
Douglas,WA,2.3,12.9,26.3,2202,1229
Ferry,WA,8.9,19.8,50.4,758,615
Franklin,WA,5.6,8.7,15.6,5848,1470
Garfield,WA,,-1111.1,-1111.1,194,304
Grant,WA,4.7,9.7,25.6,6951,2731
"Grays Harbor",WA,5.5,18.1,32.4,4015,3947
Island,WA,4.7,10,17.1,4636,2797
Jefferson,WA,4.8,9.7,24.5,1046,1392
King,WA,4.9,10.6,19.4,66179,34777
Kitsap,WA,6.4,11.5,20,8916,5391
Kittitas,WA,7.1,10,17.1,1826,1245
Klickitat,WA,4.3,19.4,29.9,2328,1617
Lewis,WA,6.8,19.1,24.6,4431,3801
Lincoln,WA,5.4,13.4,26.1,1028,1110
Mason,WA,5.9,14.2,31.2,2713,2546
Okanogan,WA,4.3,15.8,42.2,2552,1853
Pacific,WA,6.7,20,30.8,2010,2820
"Pend Oreille",WA,10.7,18,29.3,1253,1110
Pierce,WA,7.1,13.4,25.7,30093,16354
"San Juan",WA,2.3,11.1,20.2,993,1072
Skagit,WA,5.5,16.6,26,6912,4874
Skamania,WA,5.7,17.3,32.5,965,669
Snohomish,WA,5.3,12.3,23.9,25627,12237
Spokane,WA,6.4,14.5,35.1,16475,11061
Stevens,WA,4,15,28.8,2228,1834
Thurston,WA,6,13.2,21.3,7650,4959
Wahkiakum,WA,,23.6,29.1,325,479
"Walla Walla",WA,4.9,16,23.4,3465,2663
Whatcom,WA,3.9,15.5,24.5,5935,3844
Whitman,WA,5.9,11.5,12.6,2036,1126
Yakima,WA,6.7,12.6,25.4,12363,5306
Barbour,WV,8.1,15.2,21.1,1651,1909
Berkeley,WV,9.7,13.8,23.3,5438,3329
Boone,WV,6.6,11.3,30.4,1672,1505
Braxton,WV,7.4,12.4,23.7,1504,1655
Brooke,WV,4.3,15.3,14.1,1168,1618
Cabell,WV,7.5,11.8,30.2,5832,5949
Calhoun,WV,7,14.8,36.1,792,936
Clay,WV,6.8,15.1,20.7,1312,1188
Doddridge,WV,2.9,14.9,12.8,760,832
Fayette,WV,6,12.4,27.7,2848,3094
Gilmer,WV,6.7,18.5,27.5,667,839
Grant,WV,10.1,18.5,18,1312,1146
Greenbrier,WV,6.4,14.9,23.3,1864,2206
Hampshire,WV,5.1,13.9,21.1,2186,1941
Hancock,WV,8,12.9,21,1749,2115
Hardy,WV,5.4,16.7,25.1,1435,1351
Harrison,WV,7.8,12.4,24.5,3994,4446
Jackson,WV,7.4,18.9,16.4,1626,1552
Jefferson,WV,5.5,12.8,16.4,2884,1919
Kanawha,WV,7.7,15,29,7109,7532
Lewis,WV,9.4,21.4,21.6,1915,2236
Lincoln,WV,14.8,14.8,27.3,2775,2450
Logan,WV,10.8,12.8,37.1,2318,2454
McDowell,WV,11.7,18.1,50.5,1536,1981
Marion,WV,7.9,10,22.8,3033,3736
Marshall,WV,7.9,15.4,25.6,1768,1942
Mason,WV,5.5,16.6,28.4,1461,1508
Mercer,WV,7.7,18.5,34.7,3743,4157
Mineral,WV,10.8,16.1,16.5,1480,1517
Mingo,WV,8.9,13.9,51.6,1916,1665
Monongalia,WV,5.3,12.7,17.3,4349,3188
Monroe,WV,9.3,9.3,22.8,1342,1445
Morgan,WV,8.2,19.3,24.7,1460,1619
Nicholas,WV,7.3,15.6,21.5,1374,1500
Ohio,WV,9.5,11.9,15.6,2425,3113
Pendleton,WV,3.8,12.9,28,891,921
Pleasants,WV,4.1,14.2,21.2,835,845
Pocahontas,WV,12.2,22.6,36.7,932,1135
Preston,WV,10.6,11.5,23.2,1516,1717
Putnam,WV,7.4,14.9,26.5,3104,2241
Raleigh,WV,6.6,17.9,29.3,4368,4673
Randolph,WV,10,15.9,23.4,1607,1741
Ritchie,WV,10,11.6,22.6,1118,1355
Roane,WV,4.7,13.8,19.4,1657,1801
Summers,WV,13.2,18.8,32,1187,1840
Taylor,WV,13.2,12.7,20,1588,1900
Tucker,WV,3.3,-1111.1,20.2,670,891
Tyler,WV,8.2,13.3,15.7,952,1182
Upshur,WV,8.5,12.2,15.5,2613,2611
Wayne,WV,6.9,11.6,32.9,2477,2308
Webster,WV,8.1,15.3,38.2,973,1185
Wetzel,WV,8.8,15.4,12.2,2037,2190
Wirt,WV,5.5,-1111.1,28.3,603,545
Wood,WV,6.8,11.3,20,5036,5063
Wyoming,WV,8.4,11.1,38.7,1432,1443
Adams,WI,9.3,18.2,21.7,1674,2104
Ashland,WI,5.8,8.4,26.4,2110,1977
Barron,WI,4,12.8,20.4,2503,2383
Bayfield,WI,7.9,14.2,25.2,1412,1571
Brown,WI,6,11.5,20.1,9881,4745
Buffalo,WI,3.6,11.4,31.3,1539,1380
Burnett,WI,7.4,19,30.9,1482,1895
Calumet,WI,3.5,7.8,13.7,2822,1242
Chippewa,WI,5.9,13.7,35.6,3413,2642
Clark,WI,5.8,10,22.3,2567,1610
Columbia,WI,7.6,14.9,20.8,3158,2613
Crawford,WI,6.2,11.7,23.9,1973,1802
Dane,WI,5,11.2,19.4,16832,8008
Dodge,WI,4.4,9.2,14.7,4821,4356
Door,WI,6.4,17.5,27.2,1253,1564
Douglas,WI,6.1,12,27.5,2474,2281
Dunn,WI,4.3,9.7,18.1,2324,1399
"Eau Claire",WI,3.8,12.5,17.2,5563,3466
Florence,WI,,-1111.1,-1111.1,426,540
"Fond du Lac",WI,6.2,13,20.3,5786,4491
Forest,WI,7.1,16,19.2,1115,1123
Grant,WI,5.2,8.1,22.2,2697,2495
Green,WI,4.6,9.3,17.6,1970,1635
"Green Lake",WI,4.1,12.2,22.8,2168,2380
Iowa,WI,4.3,15.8,20.9,2834,1932
Iron,WI,12.3,-1111.1,31.7,475,922
Jackson,WI,9,7.3,24.2,2088,1934
Jefferson,WI,3.6,14.6,18.3,4726,2984
Juneau,WI,5.2,12.4,35.5,2810,2736
Kenosha,WI,5.6,13.6,23.3,6381,3763
Kewaunee,WI,3.9,12.3,18.4,2292,1861
"La Crosse",WI,4.8,11.7,25,3760,2717
Lafayette,WI,8.7,11.8,22.3,1787,1540
Langlade,WI,6.1,10.7,24.1,2199,2289
Lincoln,WI,8.9,20.2,24.4,1571,1612
Manitowoc,WI,7.9,11,42.8,4435,4107
Marathon,WI,7.2,10.1,18.7,4587,2914
Marinette,WI,5.7,14.3,19.6,2092,2572
Marquette,WI,9.5,16.7,43.7,1522,1651
Menominee,WI,8.5,-1111.1,51.2,901,376
Milwaukee,WI,10.4,11.4,33.8,43885,26557
Monroe,WI,9,14.8,23.2,2885,2031
Oconto,WI,5.2,8.2,17.5,1930,1702
Oneida,WI,4.5,11.3,20.1,1539,1976
Outagamie,WI,6.7,9.7,16.2,6839,3357
Ozaukee,WI,4.1,12.2,12.1,4409,2965
Pepin,WI,8,-1111.1,19.5,824,825
Pierce,WI,5.3,9.2,19.3,2072,1188
Polk,WI,6.3,10,15.1,2372,2002
Portage,WI,3.1,9.9,18.7,3815,2217
Price,WI,5.3,14.7,22.1,1467,1996
Racine,WI,10.9,11.6,23.4,7676,4595
Richland,WI,6.7,11.7,29.2,1992,1837
Rock,WI,6.3,10.1,16.6,6059,3954
Rusk,WI,8.6,14.7,30.6,1708,1792
"St. Croix",WI,6.6,7.7,15.2,4692,2271
Sauk,WI,7,16.1,18.4,3581,2537
Sawyer,WI,4.5,15.8,34.6,1768,1944
Shawano,WI,6.8,14.2,16,2355,2262
Sheboygan,WI,5.9,13.8,17.5,4097,3097
Taylor,WI,6.8,15.7,21.1,2297,1879
Trempealeau,WI,3.2,12.2,17,1562,1512
Vernon,WI,3.1,16.6,26.2,1929,1557
Vilas,WI,8.1,14.1,22.9,1764,2615
Walworth,WI,5.3,11,18.3,5666,4077
Washburn,WI,7,11.4,23,1575,1846
Washington,WI,3.8,9.8,32,4493,2572
Waukesha,WI,3,8,30.8,13001,8256
Waupaca,WI,8.4,10.5,23.1,2961,3352
Waushara,WI,7.6,9.8,21.9,2324,2487
