County,State,Number_Counties,Population_Size,Population_Density,Poverty,White,Black,Native_American,Asian,Hispanic
Hamlin,SD,62,5707,11,10.6,98.8,0.1,0.8,0.2,1.1
Hand,SD,52,3307,2,9.4,99.7,0.1,0.1,0.1,0.3
Hanson,SD,62,3747,9,9.5,99.8,0,0.1,0.1,0.1
Harding,SD,25,1218,0,12.7,98.2,0,1.5,0.3,1.1
Hughes,SD,35,16875,23,9.9,86.8,0.3,10.9,0.6,1.8
Hutchinson,SD,48,7581,9,11.6,99.1,0.1,0.7,0.1,0.6
Hyde,SD,52,1614,2,10.6,90.4,0.1,9.2,0,0.7
Jackson,SD,38,2858,2,25.9,45.2,0,53.9,0.1,0.8
Jerauld,SD,58,2136,4,12.8,99.1,0,0.6,0.3,0.3
Jones,SD,58,1033,1,12.3,96.3,0,3,0.1,0.9
Kingsbury,SD,48,5532,7,9.4,98.6,0,0.5,0.6,0.7
Lake,SD,32,11039,20,10.5,97.7,0.3,0.9,1,1.1
Lawrence,SD,51,22395,28,11.9,95.9,0.4,2.3,0.5,2.3
Lincoln,SD,35,33381,58,4.4,96.8,0.6,0.6,0.9,1
Lyman,SD,38,3919,2,18.6,61.1,0.1,37.3,0.6,0.7
McCook,SD,48,5930,10,9.7,99.2,0.1,0.4,0.3,1
McPherson,SD,52,2617,2,13.9,99.5,0,0.3,0.2,0.2
Marshall,SD,58,4418,5,11.2,91.9,0.1,7.8,0.1,1.1
Meade,SD,43,24623,7,10.1,93.1,1.7,2.1,0.8,3.4
Mellette,SD,38,2088,2,25.6,43.8,0,54.6,0.2,1.9
Miner,SD,52,2584,5,10.7,98.7,0.6,0.3,0.2,1
Minnehaha,SD,44,160087,198,9.7,93.4,2,2.2,1,3.1
Moody,SD,62,6637,13,9.3,84.8,0.3,11.8,1.2,1
Pennington,SD,32,93580,34,13.1,87.3,1,8.2,0.8,2.8
Perkins,SD,52,3023,1,13.8,97.5,0.2,1.9,0.3,0.8
Potter,SD,58,2351,3,10.4,98.5,0,1.1,0.2,0.3
Roberts,SD,30,10044,9,18,65.7,0.1,32.4,0.2,1
Sanborn,SD,58,2541,4,12.1,98.8,0,0.6,0.4,1.3
Shannon,SD,38,13657,7,35.6,6.7,0.3,91.8,0.1,2.3
Spink,SD,52,6899,5,11.9,97.9,0.3,1.7,0.1,0.5
Stanley,SD,43,2829,2,8.5,94.3,0.3,4.6,0.4,0.5
Sully,SD,43,1430,1,8.1,98.4,0,1.3,0.1,0.8
Todd,SD,37,9882,7,33.7,15,0.2,83.2,0.2,2.6
Tripp,SD,23,6065,4,16.8,87.7,0,11.5,0.2,0.9
Turner,SD,38,8520,14,8.3,98.8,0.2,0.5,0.2,0.5
Union,SD,42,13462,29,6.3,96.6,0.4,0.6,1.7,1.7
Walworth,SD,32,5494,8,15.7,84.4,0,14.4,0.2,0.7
Yankton,SD,48,21718,42,11.6,95.8,1.5,1.6,0.5,2.6
Ziebach,SD,38,2631,1,33,25.5,0,74,0.3,1.1
Anderson,TN,44,72430,215,13.1,93.4,3.9,0.3,1.1,1.4
Bedford,TN,57,42204,89,12.8,89.7,8,0.4,1.1,11.6
Benton,TN,41,16467,42,15.7,96.8,2.2,0.4,0.3,1.2
Bledsoe,TN,33,12928,32,16.7,95.6,3.5,0.3,0.1,1.3
Blount,TN,40,115535,207,10.3,94.9,2.9,0.3,1,1.4
Bradley,TN,37,92092,280,12.5,93.6,4.2,0.3,0.8,2.9
Campbell,TN,27,40686,85,19.4,98.2,0.5,0.3,0.2,1
Cannon,TN,48,13337,50,12.6,97.5,1.6,0.4,0.1,2
Carroll,TN,57,29121,49,15,88,10.6,0.2,0.3,1.3
Carter,TN,35,58865,173,16.6,97.2,1.6,0.2,0.3,1.2
Cheatham,TN,31,38603,128,8.8,96.5,2.1,0.4,0.4,1.7
Chester,TN,30,15941,55,13.8,89.7,9.3,0.2,0.3,1.6
Claiborne,TN,40,31033,71,18.3,97.7,0.9,0.3,0.5,0.7
Clay,TN,32,7992,34,16.8,96.6,1.8,0.7,0.6,2.1
Cocke,TN,27,34929,80,19.4,96.3,2.1,0.4,0.3,1.2
Coffee,TN,39,50869,119,13.2,94.1,3.7,0.3,0.9,3.2
Crockett,TN,30,14595,55,14.9,85.9,13.4,0.2,0.2,7.4
Cumberland,TN,27,51346,75,14.1,98.4,0.4,0.2,0.3,1.3
Davidson,TN,39,575261,1145,13.5,67.8,27.5,0.3,2.9,6.5
Decatur,TN,41,11686,35,15.1,95.9,3.5,0.1,0.2,2.6
DeKalb,TN,30,18254,60,14.7,97.1,1.7,0.3,0.4,4.8
Dickson,TN,37,45894,94,11.6,93.6,4.4,0.5,0.4,1.7
Dyer,TN,27,37829,74,15.3,84.6,13.9,0.2,0.6,1.9
Fayette,TN,41,34458,49,11.1,69.6,28.2,0.2,1.2,1.9
Fentress,TN,33,17159,34,20.2,99.4,0.2,0.1,0.1,0.7
Franklin,TN,39,41003,74,12.5,92.9,5.5,0.2,0.6,1.9
Gibson,TN,27,48148,80,13.7,79.3,19.5,0.2,0.3,1.4
Giles,TN,57,29297,48,12.9,87.2,11.3,0.3,0.5,1
Grainger,TN,47,22283,79,15.8,98.7,0.6,0.1,0.1,1.3
Greene,TN,28,65318,105,14.1,96.8,2.1,0.2,0.3,1.6
Grundy,TN,45,14608,41,20.2,99,0.3,0.2,0.2,1
Hamblen,TN,37,59898,372,13.9,93.7,4.1,0.3,1,9.2
Hamilton,TN,25,310935,573,13.3,76.4,20.6,0.3,1.6,2.3
Hancock,TN,32,6704,30,23.9,99,0.5,0.1,0.1,0.4
Hardeman,TN,45,28170,42,18.4,58.1,40.6,0.2,0.5,1.2
Hardin,TN,23,25930,45,17.3,95.2,3.7,0.3,0.3,1.1
Hawkins,TN,37,56196,115,14.1,97.4,1.7,0.1,0.3,0.8
Haywood,TN,38,19656,37,17.1,49,50.5,0.1,0.2,3.7
Henderson,TN,48,26425,51,12.9,91,8,0.1,0.2,1.1
Henry,TN,35,31511,56,14.6,90,8.6,0.2,0.4,1.1
Hickman,TN,47,23793,39,14.7,94.4,4.4,0.5,0.1,1.3
Houston,TN,41,7988,40,14.4,96.1,3.3,0.1,0.1,2.1
Humphreys,TN,51,18212,34,12,95.8,3.2,0.2,0.4,1.2
Jackson,TN,41,11072,36,16.8,98.8,0.6,0.1,0.2,1
Jefferson,TN,39,48394,177,13.4,96.4,2.1,0.4,0.4,2.1
Johnson,TN,23,18116,61,19.3,96.4,2.9,0.3,0.1,0.8
Knox,TN,25,404972,796,12.7,88.2,8.7,0.3,1.6,1.7
Lake,TN,33,7583,46,26.3,65.9,33.2,0.4,0.2,0.9
Lauderdale,TN,45,26795,57,17.8,63.9,34.7,0.6,0.4,1.3
Lawrence,TN,57,41101,67,14.4,97.2,1.6,0.3,0.3,1.3
Lewis,TN,57,11435,41,14.9,97.4,1.8,0.1,0.3,1.2
Lincoln,TN,57,32392,57,13.2,91.1,6.9,0.5,0.4,1.8
Loudon,TN,39,43387,190,10.4,97.2,1.3,0.3,0.3,3.4
McMinn,TN,37,51327,119,13.8,93.5,4.5,0.3,0.7,2.3
McNairy,TN,41,25285,45,15.6,92.6,6.3,0.2,0.2,1.1
Macon,TN,47,21549,70,14.9,98.6,0.6,0.3,0.3,2.8
Madison,TN,28,94916,170,14,63.9,34.3,0.2,0.8,2.3
Marion,TN,37,27757,56,13.7,94.8,4.1,0.3,0.3,0.8
Marshall,TN,57,28372,76,11.1,91.6,7.5,0.2,0.2,3.6
Maury,TN,37,76292,124,11.6,84.8,13.3,0.4,0.6,4.2
Meigs,TN,47,11657,60,15.9,97.4,1.8,0.3,0.2,0.7
Monroe,TN,37,43185,68,14.9,95.7,2.1,0.3,0.7,2.6
Montgomery,TN,23,147202,273,12.3,74.4,20,0.5,2.2,5.2
Moore,TN,30,6024,47,9.7,96,3.4,0.1,0.2,0.7
Morgan,TN,33,20157,39,16.5,96.8,2.5,0.2,0.2,0.8
Obion,TN,57,32213,59,12.8,88.9,10.2,0.1,0.3,3.2
Overton,TN,41,20523,47,15.7,98.3,0.8,0.3,0.2,0.8
Perry,TN,32,7574,18,14.2,96,2.8,0.2,0.5,1.1
Pickett,TN,32,4821,30,15.7,98.5,1.2,0,0,1.1
Polk,TN,47,15944,37,14,98,0.8,0.1,0.2,0.8
Putnam,TN,37,66580,166,14.2,95.9,1.9,0.3,1.2,4.4
Rhea,TN,37,29918,95,14.3,96.1,2.2,0.4,0.4,2.2
Roane,TN,27,52889,147,13.2,95.2,2.9,0.2,0.5,0.9
Robertson,TN,38,60379,127,9.7,90.3,8.3,0.3,0.4,5.2
Rutherford,TN,57,218292,353,9.2,84.6,11.3,0.3,2.7,4.8
Scott,TN,45,21868,41,19.5,98.5,0.4,0.2,0.2,0.6
Sequatchie,TN,47,12691,48,14.4,98.4,0.7,0.3,0.3,0.8
Sevier,TN,37,79282,134,12.4,97.5,0.8,0.3,0.6,1.7
Shelby,TN,39,909035,1205,16.6,45.6,51.3,0.2,2,3.4
Smith,TN,48,18647,59,11.9,95.7,3.1,0.4,0.2,1.7
Stewart,TN,32,12969,28,12.7,94.8,2.6,0.6,1.5,1.2
Sullivan,TN,40,152716,370,12.8,96.5,2.1,0.2,0.5,0.8
Sumner,TN,57,145009,274,9.5,91.3,6.5,0.3,0.9,2.4
Tipton,TN,41,55998,122,11.5,79.1,19.1,0.4,0.5,1.6
Trousdale,TN,30,7677,67,12.9,88.5,10.5,0.2,0.4,2.6
Unicoi,TN,30,17572,94,12.8,98.7,0.6,0.3,0.1,2.7
Union,TN,47,19076,85,16.8,98.4,0.6,0.1,0.2,1
"Van Buren",TN,47,5470,20,15.2,99.2,0.4,0.1,0.1,0.4
Warren,TN,37,39753,92,15.3,95.4,3.2,0.2,0.6,6.7
Washington,TN,40,112507,345,13.6,93.8,4,0.3,0.9,1.8
Wayne,TN,33,16909,23,17.3,91.7,7.5,0.2,0.4,0.9
Weakley,TN,57,33732,58,14.7,90.4,7,0.1,1.9,1.4
White,TN,30,24253,64,14.8,97.3,1.8,0.2,0.3,1.1
Williamson,TN,57,153595,264,5.1,92.1,5,0.2,2,3.4
Wilson,TN,38,100508,176,7.9,91.4,6.8,0.3,0.7,2.1
Anderson,TX,54,56408,53,20.1,75.3,22.6,0.7,0.7,13.1
Andrews,TX,53,12748,8,15,96,1.9,1.1,0.8,43.9
Angelina,TX,37,81557,102,17.3,83.3,14.9,0.4,0.7,16.8
Aransas,TX,23,24640,98,18.5,93.7,2,0.6,2.6,21.7
Archer,TX,35,9095,10,9.1,97.7,0.4,0.6,0.2,6.3
Armstrong,TX,33,2173,2,9.7,98.8,0.4,0.7,0,7.1
Atascosa,TX,33,43226,35,19,97,1.1,0.9,0.6,60.4
Austin,TX,62,26123,40,11.3,88.9,9.9,0.3,0.4,19.6
Bailey,TX,37,6726,8,17.9,97,1.7,0.9,0.3,51.1
Bandera,TX,32,19988,25,12.4,97.2,0.5,0.9,0.4,16.3
Bastrop,TX,41,69932,79,12.6,88.6,8.8,0.9,0.7,27.6
Baylor,TX,32,3843,4,16.7,94.9,3.4,0.8,0.9,9.7
Bee,TX,33,32873,37,24.6,87.7,10.7,0.6,0.8,55.6
Bell,TX,53,256057,242,14.8,71,21.5,0.9,3.4,18.3
Bexar,TX,34,1518370,1218,17.6,88.2,7.4,1.1,2.1,56.4
Blanco,TX,48,9110,13,10.5,97.7,1,0.5,0.2,17.5
Borden,TX,43,648,1,6.9,98.8,0.2,0,0,14
Bosque,TX,32,18053,18,14.3,96,2.2,0.6,0.3,14.3
Bowie,TX,37,90643,102,17.5,73.2,24.3,0.6,0.7,5.3
Brazoria,TX,23,278484,201,11.5,84.3,10.1,0.6,3.9,24.8
Brazos,TX,33,156305,267,18.9,83,10.8,0.5,4.7,19.6
Brewster,TX,38,9079,1,17.5,95.6,2.1,1,0.5,42.8
Briscoe,TX,23,1644,2,15.7,96.2,3.1,0.5,0,26.5
Brooks,TX,37,7687,8,29.5,98.6,0.5,0.8,0.1,91.3
Brown,TX,23,38664,41,18.1,93.9,4.1,0.7,0.6,17.6
Burleson,TX,57,17238,26,15.5,84.2,14.2,0.6,0.3,16.2
Burnet,TX,35,41676,42,11.9,96.4,1.7,0.7,0.4,16
Caldwell,TX,40,36523,67,14.7,89.9,7.9,0.7,0.7,43.2
Calhoun,TX,53,20606,40,16.3,92.6,2.6,0.6,3.9,43.9
Callahan,TX,57,13516,15,14.3,97.2,0.8,0.6,0.5,8
Cameron,TX,25,378311,418,29.5,97.5,0.8,0.6,0.7,85.9
Camp,TX,23,12238,62,18.2,80.6,17.6,0.4,0.9,19.8
Carson,TX,39,6586,7,9,97.3,0.9,1,0.2,8.6
Cass,TX,23,30155,32,17.4,79.6,18.8,0.5,0.2,2.5
Castro,TX,37,7640,9,19.7,95.3,2.5,1.8,0.3,53.3
Chambers,TX,51,28411,47,10.6,87.4,10.3,0.6,1,14.5
Cherokee,TX,27,48464,46,18.2,83.5,14.7,0.5,0.6,16.8
Childress,TX,37,7676,11,21.2,83.7,15.2,0.4,0.5,23.3
Clay,TX,48,11287,10,11.1,96.9,0.6,1.2,0.1,3.8
Cochran,TX,38,3289,4,22.7,92.3,6.1,1.1,0.5,48.3
Coke,TX,52,3612,4,14.8,96.5,2.2,0.9,0.2,18.9
Coleman,TX,37,8665,7,20.6,95.8,2.5,0.7,0.6,14.6
Collin,TX,36,659457,778,5.4,81.3,6.9,0.5,9.6,12.7
Collingsworth,TX,23,2968,3,18.5,91.4,5.7,1.8,0.2,25.7
Colorado,TX,57,20736,22,15.6,84.6,14.2,0.5,0.4,22.4
Comal,TX,20,96018,171,9.9,96.4,1.5,0.6,0.7,23.6
Comanche,TX,37,13709,15,18,97.8,0.6,0.8,0.4,23.4
Concho,TX,32,3735,4,18.6,98,1.2,0.6,0.1,44.2
Cooke,TX,22,38847,44,13.6,94.1,3.2,1,0.6,12.6
Coryell,TX,32,75802,72,15.7,72,21.5,1,2.6,13.6
Cottle,TX,32,1746,2,19.5,87.9,11.8,0,0,22.1
Crane,TX,29,3837,5,11.8,94.6,3.3,1.7,0.4,49.5
Crockett,TX,38,3934,1,15.1,97.3,0.9,1.1,0.6,56.3
Crosby,TX,30,6686,7,22.8,93.7,4.8,1,0.3,48.5
Culberson,TX,38,2627,1,23.1,97.5,1,0.4,1.1,71.5
Dallam,TX,29,6174,4,14.4,96.1,2.3,1.1,0.3,32.2
Dallas,TX,34,2305454,2621,16.9,72.9,20.9,0.6,4.5,36.1
Dawson,TX,37,14256,16,22.5,90.2,8.9,0.4,0.4,50.3
"Deaf Smith",TX,37,18538,12,17.7,96.1,1.7,1.1,1.2,62.1
Delta,TX,37,5480,20,16.1,90.8,7,0.9,0.3,4.1
Denton,TX,36,554642,624,8.3,85.1,7.1,0.6,5.6,15.2
DeWitt,TX,33,20507,23,19,88.2,10.7,0.6,0.4,29.3
Dickens,TX,32,2646,3,18.5,88.9,9,0.2,1.7,27.1
Dimmit,TX,37,10395,8,28.3,97,1.5,0.8,0.8,83.5
Donley,TX,32,3889,4,16.4,93.5,4.9,1,0.3,7.1
Duval,TX,37,12578,7,25.2,98.4,0.7,0.7,0.2,88
Eastland,TX,33,18393,20,18.1,96.2,2.3,0.6,0.3,13.6
Ector,TX,33,125339,139,19.3,92.4,4.9,1.1,0.8,47.6
Edwards,TX,38,1987,1,22.8,94.5,3,0.8,1.8,46.2
Ellis,TX,23,133474,142,10.9,89.2,8.7,0.7,0.5,21.1
"El Paso",TX,39,721598,712,25.7,93.5,3.3,1.1,1.3,80.9
Erath,TX,35,34076,31,15.8,96.5,1.1,0.7,1,16.3
Falls,TX,33,17646,23,21.6,71.8,26.9,0.7,0.3,17.8
Fannin,TX,35,33142,37,15.4,90,7.7,0.9,0.5,7.2
Fayette,TX,32,22537,24,12.5,91.5,7.4,0.6,0.3,15.6
Fisher,TX,32,4089,5,14.3,95.6,3.4,0.4,0.2,22.5
Floyd,TX,30,7174,7,20.5,94.3,4.1,1.1,0.6,48.3
Foard,TX,32,1518,2,15.6,94.7,3.6,1.1,0.3,18.4
"Fort Bend",TX,36,463650,530,8.4,62.4,21.1,0.4,14.9,22.3
Franklin,TX,41,10200,36,13.7,93.4,5,0.8,0.5,10.2
Freestone,TX,32,18800,21,15,80.6,18.2,0.4,0.3,10.1
Frio,TX,37,16387,14,27.8,93.5,5,0.8,0.8,74.3
Gaines,TX,37,14712,10,18.9,95.8,2.7,1.1,0.3,38.6
Galveston,TX,53,277563,697,13.7,80.7,14.9,0.5,2.8,19.8
Garza,TX,23,5002,6,19.5,92.9,5.8,0.5,0.2,38.9
Gillespie,TX,32,23088,22,10.8,98.6,0.4,0.5,0.2,16.9
Glasscock,TX,29,1327,1,10.4,98,0.8,0.2,1.1,30.7
Goliad,TX,57,7102,8,15.2,94.1,5.1,0.6,0.2,36.2
Gonzales,TX,37,19587,18,18.8,90.1,8.1,0.9,0.6,42.8
Gray,TX,32,21479,23,15,90.6,6.1,1,0.6,16.4
Grayson,TX,53,116834,125,13.5,90.1,5.9,1.4,0.7,8.7
Gregg,TX,53,115649,422,16.4,76.9,20.4,0.6,1,11.8
Grimes,TX,34,25192,32,16.8,80.4,18.3,0.4,0.4,17.5
Guadalupe,TX,37,103032,145,12.1,91.4,5.6,0.7,1.2,33.6
Hale,TX,33,36233,36,20.1,92,5.9,1.2,0.6,52
Hall,TX,32,3700,4,22.4,90.3,8.3,0.8,0.5,29.2
Hamilton,TX,32,8105,10,15.8,98.7,0.3,0.3,0.3,8.9
Hansford,TX,41,5230,6,13.7,98.2,0.3,0.9,0.4,38.8
Hardeman,TX,37,4291,6,16.5,92.9,5.4,1,0.3,15.3
Hardin,TX,37,50976,57,12.5,92,6.6,0.3,0.3,3
Harris,TX,34,3693050,2136,16.2,74.4,18.4,0.6,5.6,37.3
Harrison,TX,54,63459,71,16.1,75.3,23.1,0.4,0.6,7.4
Hartley,TX,43,5450,4,9.4,91,8.1,0.5,0.3,17
Haskell,TX,37,5541,6,19.9,94.9,3.9,0.7,0.3,23.6
Hays,TX,32,124432,184,12.4,93,4.1,0.8,1.1,31
Hemphill,TX,43,3422,4,9.6,97,1.6,0.7,0.5,19.2
Henderson,TX,35,80017,92,16.6,91.8,6.4,0.5,0.4,8.9
Hidalgo,TX,39,678275,432,31,97.4,0.9,0.6,0.9,89.2
Hill,TX,27,35424,37,16.1,91.2,6.9,0.4,0.4,16
Hockley,TX,31,22787,25,17.5,94.5,3.7,1,0.4,41.1
Hood,TX,57,47930,114,11.1,97,0.8,0.8,0.4,8.8
Hopkins,TX,22,33381,43,14.7,90.6,7.6,0.8,0.4,12.2
Houston,TX,37,23218,19,21.4,72.5,26.4,0.3,0.5,9.2
Howard,TX,33,32522,36,19.8,93,4.7,0.8,0.8,40.4
Hudspeth,TX,38,3295,1,28.6,97.3,0.9,1.5,0.2,75.4
Hunt,TX,37,82543,98,15.4,88.3,9,0.7,0.7,10.6
Hutchinson,TX,62,22484,25,12.6,93.9,2.9,1.3,0.5,17.5
Irion,TX,41,1756,2,10.6,97.4,1.7,0.9,0,27.1
Jack,TX,57,9064,10,14.1,92.6,5.5,0.7,0.7,9.9
Jackson,TX,57,14339,17,14.1,91.2,7.5,0.3,0.6,27
Jasper,TX,22,35587,38,18.4,81,17.2,0.4,0.4,4.7
"Jeff Davis",TX,25,2306,1,14.6,98.2,1,0.4,0.1,36.9
Jefferson,TX,33,247571,274,18.1,60.4,35.3,0.4,3,12.5
"Jim Hogg",TX,23,5029,4,22.5,98.4,0.6,0.8,0.2,89.2
"Jim Wells",TX,40,40951,47,22,97.4,0.9,0.8,0.9,76.9
Johnson,TX,23,146376,201,10.9,94.1,3.2,0.7,1,14.7
Jones,TX,33,19736,21,20.6,86.5,12.2,0.4,0.5,22.4
Karnes,TX,37,15351,20,23.7,87.5,11.1,0.9,0.5,49.4
Kaufman,TX,37,89129,113,11.5,87.4,10.1,0.6,0.8,14.3
Kendall,TX,47,28607,43,9.2,97.4,0.9,0.6,0.5,18.7
Kenedy,TX,29,417,0,13.2,96.9,0.7,0.7,1.7,77
Kent,TX,37,782,1,9.4,98.8,0.4,0.8,0,9.8
Kerr,TX,35,46496,42,13.7,95.9,2,0.6,0.7,21.8
Kimble,TX,32,4591,4,17.1,98.3,0.5,0.4,0.6,23.2
King,TX,43,307,0,14.9,98.7,0,1.3,0,15.3
Kinney,TX,32,3327,2,19.5,96.2,2.6,0.4,0.5,50.2
Kleberg,TX,33,30757,35,22.8,92.5,3.8,0.8,2.3,67.7
Knox,TX,23,3781,4,20.9,88.9,8.6,1.4,0.7,26.3
Lamar,TX,27,49644,54,17.8,83.7,13.3,1.1,0.6,4.4
Lamb,TX,37,14467,14,19.4,94.1,4.3,1.1,0.4,47.5
Lampasas,TX,57,19669,28,13.8,93.7,3.3,0.7,1,15.6
"La Salle",TX,38,6016,4,26.9,95.7,3.5,0.4,0.4,78.2
Lavaca,TX,32,18925,20,13.3,92.2,7,0.2,0.4,13.6
Lee,TX,62,16526,26,12.3,87.7,11.1,0.6,0.3,20.6
Leon,TX,32,16344,15,14.4,89.5,9.7,0.3,0.2,10.5
Liberty,TX,37,75141,65,16.3,85.9,12.3,0.5,0.5,13.4
Limestone,TX,38,22763,25,18,79.8,18.5,0.6,0.3,15.9
Lipscomb,TX,37,3101,3,13.7,97.5,0.6,1.6,0.1,27.7
"Live Oak",TX,30,11717,11,17.8,96.6,2.6,0.3,0.3,40.5
Llano,TX,32,18236,20,12.3,98,0.5,0.4,0.4,7.3
Loving,TX,43,62,0,13.4,100,0,0,0,17.7
Lubbock,TX,33,252284,280,17.6,89.1,7.7,0.7,1.5,29.5
Lynn,TX,30,6237,7,18.9,95.1,3.4,1.3,0.1,46.1
McCulloch,TX,30,7956,7,20.6,97.2,1.9,0.3,0.3,29.9
McLennan,TX,33,224668,216,18,81.7,15.2,0.6,1.4,20.5
McMullen,TX,52,883,1,13.4,97.5,1.1,0.5,0.9,35.3
Madison,TX,33,13167,28,19.4,76.7,21.8,0.4,0.8,18.8
Marion,TX,32,10952,29,21.2,74.8,22.9,0.9,0.2,3.7
Martin,TX,38,4391,5,17.2,96.1,1.7,1.2,0.5,41.2
Mason,TX,32,3880,4,14.2,98.8,0.1,0.7,0.1,22.2
Matagorda,TX,33,37849,34,18.1,83.7,12.4,0.9,2.4,34.7
Maverick,TX,33,51181,40,29.8,96.7,0.8,1.6,0.9,95.2
Medina,TX,33,43027,32,16.2,95.3,2.7,0.8,0.6,46.7
Menard,TX,32,2201,2,21.4,97.2,1.1,0.7,1,31.5
Midland,TX,53,121371,135,15.4,90.3,7.1,0.8,1.1,34
Milam,TX,38,25354,25,16.7,88,10.5,0.6,0.3,20.6
Mills,TX,32,5237,7,16.2,98,1.4,0.1,0.2,15.9
Mitchell,TX,37,9413,10,22,84.9,13.9,0.7,0.4,32.7
Montague,TX,32,19677,21,14.8,97.5,0.4,0.7,0.4,6.7
Montgomery,TX,25,378033,362,10.4,92.8,4.1,0.5,1.6,15.9
Moore,TX,51,20348,23,14,96.1,1.3,0.9,1,50.6
Morris,TX,57,12936,51,17.1,74.8,23.6,0.5,0.3,4.3
Motley,TX,32,1299,1,15.4,94.9,4.3,0.7,0.1,11
Nacogdoches,TX,54,60468,64,19.9,81.4,16.4,0.5,0.9,14.2
Navarro,TX,23,48687,48,17.2,81.9,15.6,0.6,1.3,20.7
Newton,TX,37,14309,15,20.1,77.4,20.9,0.6,0.5,4.5
Nolan,TX,37,14878,16,20.1,92.9,5.4,0.7,0.6,31.1
Nueces,TX,25,319704,383,19.6,92.5,4.3,0.8,1.5,58.2
Ochiltree,TX,51,9385,10,11.9,97.5,0.4,1,0.6,39.2
Oldham,TX,41,2118,1,13.2,95,2.8,1.4,0.5,12.6
Orange,TX,37,84983,238,14.5,89,8.7,0.6,0.8,4.4
"Palo Pinto",TX,23,27478,29,16.3,95.2,2.3,0.7,0.7,15.1
Panola,TX,57,22997,29,14.6,81.1,17.4,0.4,0.5,5.1
Parker,TX,38,102801,114,11,95.9,2.1,0.6,0.5,8.4
Parmer,TX,53,9754,11,14.6,95.7,2,1.4,0.9,56.2
Pecos,TX,38,15859,3,21,93.4,5.1,0.6,0.6,62.9
Polk,TX,35,46640,44,16.8,85.1,12,1.6,0.6,10
Potter,TX,33,119852,132,20.8,84.6,10.4,1,2.6,31.9
Presidio,TX,23,7722,2,27.7,98.7,0.7,0.3,0.2,83.7
Rains,TX,41,11305,49,14.2,95.1,3,0.9,0.6,7.8
Randall,TX,38,110053,120,8.5,94.9,2,0.7,1.4,12.8
Reagan,TX,41,2995,3,12.7,95,3.8,0.7,0.5,50.4
Real,TX,32,3031,4,20.6,98.3,0.2,0.7,0.3,23.2
"Red River",TX,37,13575,13,19,81.6,17,0.5,0.2,4.4
Reeves,TX,38,11638,4,27.1,96.3,2.5,0.7,0.5,73.1
Refugio,TX,30,7639,10,15.9,91.8,6.7,0.7,0.7,44.7
Roberts,TX,43,820,1,7.3,98.8,0.4,0.7,0,3.4
Robertson,TX,37,16192,19,19.1,76.4,22.5,0.3,0.3,15.3
Rockwall,TX,31,62944,489,6.8,91.7,4.8,0.5,2.2,13.3
Runnels,TX,57,10974,10,18.3,96.8,1.6,0.9,0.4,32.8
Rusk,TX,22,47971,52,15.3,80.2,18.5,0.3,0.3,10.4
Sabine,TX,32,10416,21,16.4,89.3,9.8,0.3,0.2,2.4
"San Augustine",TX,37,8907,17,19.8,72.5,26.9,0.2,0.2,4.6
"San Jacinto",TX,32,24801,43,17.6,86.2,11.5,0.6,0.5,7.1
"San Patricio",TX,54,69209,100,17.9,94.6,2.8,0.8,1,51.6
"San Saba",TX,32,6076,5,18.3,95.6,3,1.2,0.3,24.3
Schleicher,TX,25,2742,2,16.4,97.1,2.4,0,0.4,46.5
Scurry,TX,53,16217,18,17.4,93,5.9,0.6,0.3,33.1
Shackelford,TX,25,3167,3,12.9,98.7,0.8,0.4,0,9.3
Shelby,TX,32,26346,33,18.5,77.1,18.1,0.4,4,15.6
Sherman,TX,41,3002,3,13.1,97.4,0.8,1,0.8,30.5
Smith,TX,53,190594,205,14.7,78.9,18.6,0.5,1,14.2
Somervell,TX,53,7578,40,10.1,98,0.5,0.7,0.3,15.4
Starr,TX,54,60941,50,36.2,98.6,0.5,0.3,0.6,97.5
Stephens,TX,30,9561,11,19.1,95.5,3.3,0.4,0.6,16.8
Sterling,TX,41,1303,1,12,99.4,0.1,0.5,0.1,34.2
Stonewall,TX,52,1372,1,16.2,94.7,3.6,0.1,0.8,11.4
Sutton,TX,29,4212,3,13.6,98.6,0.5,0.5,0.3,54.4
Swisher,TX,30,7828,9,20.1,91.9,6.4,0.9,0.4,36
Tarrant,TX,34,1620479,1877,12.9,79.8,13.8,0.7,4.3,23.7
Taylor,TX,53,125039,137,16.3,89,6.9,0.8,1.6,19.8
Terrell,TX,23,996,0,18,97.3,0,1.9,0.8,51.1
Terry,TX,37,12419,14,21.8,93.3,5.6,0.7,0.3,46.7
Throckmorton,TX,52,1618,2,12.9,98.9,0.1,0.4,0.1,10.9
Titus,TX,22,29445,72,16.4,88.2,9.9,0.8,0.7,34.7
"Tom Green",TX,53,103611,68,16.7,92.7,4.3,0.8,1.1,33.3
Travis,TX,39,888185,898,13.9,83.4,8.8,0.7,5.5,31.4
Trinity,TX,37,14363,21,17.8,87.7,10.9,0.5,0.4,6.3
Tyler,TX,33,20617,22,17.5,86.8,11.3,0.5,0.3,4.7
Upshur,TX,22,37881,64,15.9,89,9.1,0.6,0.4,4.5
Upton,TX,29,3056,2,16.3,95.9,2.4,1.5,0.2,45.9
Uvalde,TX,33,26955,17,23.4,97.5,0.9,0.8,0.7,67.3
